Respondent_ID,Household_ID,PSU_ID,Stratum,Zone,State,Urban_Rural,Household_Size,Monthly_Income,Age,Gender,Education,Employment,Response_Probability,Survey_Time_Min,Travel_Difficulty,GPS_Distance_km,Team_Assigned,Team_Experience_Years,Interview_Cost,Sampling_Weight,Response_Status
R00675,HH0240,PSU156,Rural,South,Karnataka,Rural,4,44113,37,Male,Graduate,Farmer,0.74,34,3,9.8,Team_B,10,19.66,1.89,Completed
R00676,HH0241,PSU187,Rural,South,Karnataka,Rural,2,12439,56,Female,Postgraduate,Unemployed,0.72,25,4,14.2,Team_A,3,21.38,2.2,Completed
R00677,HH0242,PSU195,Rural,South,Tamil Nadu,Rural,7,9572,28,Male,Secondary,Self-employed,0.8,42,2,9.6,Team_B,2,18.21,0.89,Completed
R00678,HH0242,PSU189,Rural,North,Haryana,Rural,7,9480,29,Female,Primary,Salaried,0.8,41,3,11.2,Team_A,5,21.66,2.32,Completed
R00679,HH0242,PSU155,Rural,South,Karnataka,Rural,5,14797,47,Female,Higher Secondary,Self-employed,0.7,36,4,16.1,Team_A,8,23.71,2.28,Completed
R00680,HH0242,PSU154,Rural,West,Maharashtra,Rural,8,9825,66,Male,Higher Secondary,Salaried,0.8,55,3,12.0,Team_C,5,24.09,1.1,Completed
R00681,HH0243,PSU186,Rural,East,West Bengal,Rural,7,10129,46,Male,Secondary,Unemployed,0.61,42,5,17.7,Team_D,7,28.32,1.69,Completed
R00682,HH0244,PSU166,Rural,East,West Bengal,Rural,8,43107,18,Female,Secondary,Unemployed,0.73,48,4,13.6,Team_A,10,25.24,2.3,Completed
R00683,HH0244,PSU173,Rural,West,Rajasthan,Rural,8,33931,51,Male,Primary,Student,0.73,46,4,13.7,Team_B,8,25.24,1.76,Completed
R00684,HH0244,PSU136,Rural,East,West Bengal,Rural,8,14257,44,Female,Graduate,Farmer,0.76,48,3,12.8,Team_A,10,23.19,2.38,Completed
R00685,HH0244,PSU180,Rural,East,West Bengal,Rural,6,9150,45,Male,Postgraduate,Salaried,0.74,38,3,10.3,Team_B,5,19.02,0.9,Completed
R00686,HH0244,PSU199,Rural,East,Bihar,Rural,6,38136,43,Male,Postgraduate,Salaried,0.68,46,5,17.2,Team_D,1,28.08,1.47,Completed
R00687,HH0245,PSU198,Rural,South,Tamil Nadu,Rural,7,32235,55,Male,Graduate,Unemployed,0.83,39,2,9.3,Team_D,3,19.42,1.93,Completed
R00688,HH0246,PSU108,Rural,East,West Bengal,Rural,5,9225,26,Male,Secondary,Salaried,0.89,30,1,4.3,Team_B,10,13.09,2.03,Not Available
R00689,HH0246,PSU122,Rural,West,Gujarat,Rural,5,27311,36,Female,Postgraduate,Salaried,0.61,35,5,15.5,Team_B,6,24.9,1.7,Refused
R00690,HH0247,PSU117,Rural,North,Delhi,Rural,3,24253,54,Female,Postgraduate,Self-employed,0.78,34,2,9.4,Team_A,3,17.38,1.77,Completed
R00691,HH0248,PSU137,Rural,North,Haryana,Rural,5,27977,41,Male,Secondary,Unemployed,0.6,36,5,17.7,Team_B,6,26.99,1.38,Completed
R00692,HH0249,PSU190,Rural,North,Punjab,Rural,8,19159,70,Female,Higher Secondary,Unemployed,0.7,44,4,13.1,Team_C,3,22.76,1.28,Completed
R00693,HH0250,PSU182,Rural,East,Bihar,Rural,2,44566,40,Female,Graduate,Unemployed,0.67,25,4,12.4,Team_A,4,19.41,2.24,Completed
R00694,HH0251,PSU188,Rural,North,Haryana,Rural,5,37993,20,Female,Graduate,Unemployed,0.85,41,2,8.3,Team_D,10,18.56,1.88,Completed
R00695,HH0251,PSU179,Rural,East,West Bengal,Rural,3,26686,53,Female,Primary,Farmer,0.67,30,5,18.1,Team_C,1,25.58,0.85,Completed
R00696,HH0251,PSU129,Rural,East,Bihar,Rural,3,30746,28,Male,Secondary,Student,0.83,33,2,6.9,Team_C,9,14.82,2.46,Completed
R00697,HH0252,PSU108,Rural,East,Odisha,Rural,5,22279,48,Male,Graduate,Self-employed,0.72,35,4,14.5,Team_A,7,23.84,1.85,Completed
R00698,HH0253,PSU166,Rural,South,Tamil Nadu,Rural,3,30404,31,Female,Higher Secondary,Farmer,0.79,23,2,9.5,Team_C,6,16.63,0.85,Not Available
R00699,HH0254,PSU164,Rural,East,West Bengal,Rural,7,39900,39,Female,Graduate,Student,0.83,47,2,7.0,Team_C,3,18.22,0.98,Completed
R00700,HH0254,PSU170,Rural,North,Punjab,Rural,5,44083,47,Female,Postgraduate,Farmer,0.8,38,2,7.0,Team_D,6,17.04,1.67,Completed
R00701,HH0254,PSU196,Rural,East,Odisha,Rural,5,24355,32,Male,Primary,Farmer,0.79,37,2,8.8,Team_B,9,17.68,0.93,Refused
R00702,HH0254,PSU119,Rural,South,Karnataka,Rural,6,13486,47,Female,Secondary,Student,0.61,34,5,17.9,Team_D,1,25.45,0.94,Completed
R00703,HH0254,PSU180,Rural,North,Haryana,Rural,2,15604,34,Male,Graduate,Farmer,0.66,26,4,14.5,Team_D,5,21.3,1.26,Completed
R00704,HH0254,PSU199,Rural,North,Delhi,Rural,8,22821,26,Female,Postgraduate,Self-employed,0.7,48,4,16.0,Team_D,10,27.19,2.43,Completed
R00705,HH0254,PSU148,Rural,West,Rajasthan,Rural,3,34607,53,Male,Higher Secondary,Self-employed,0.71,25,4,13.6,Team_C,3,21.43,0.85,Completed
R00706,HH0254,PSU145,Rural,North,Punjab,Rural,2,11102,28,Male,Primary,Farmer,0.61,28,5,16.9,Team_A,4,24.57,2.27,Completed
R00707,HH0254,PSU156,Rural,South,Karnataka,Rural,6,13791,50,Female,Postgraduate,Farmer,0.85,39,2,9.5,Team_D,3,18.3,1.49,Completed
R00708,HH0254,PSU192,Rural,North,Punjab,Rural,7,29639,38,Male,Graduate,Unemployed,0.74,39,3,10.8,Team_A,1,19.79,1.43,Completed
R00709,HH0255,PSU159,Rural,South,Kerala,Rural,5,38963,56,Male,Secondary,Salaried,0.78,32,2,8.3,Team_A,1,15.72,1.53,Completed
R00710,HH0255,PSU171,Rural,East,West Bengal,Rural,6,29985,46,Female,Secondary,Salaried,0.72,45,4,15.8,Team_C,4,25.1,0.93,Completed
R00711,HH0255,PSU173,Rural,South,Tamil Nadu,Rural,5,17851,25,Female,Postgraduate,Farmer,0.61,42,5,15.6,Team_A,8,25.65,1.27,Completed
R00712,HH0255,PSU155,Rural,East,Odisha,Rural,7,14573,29,Female,Primary,Farmer,0.8,37,3,12.0,Team_B,8,20.41,1.56,Not Available
R00713,HH0255,PSU116,Rural,West,Maharashtra,Rural,2,27502,40,Male,Secondary,Student,0.74,26,3,10.4,Team_A,5,17.61,1.47,Completed
R00714,HH0256,PSU143,Rural,West,Rajasthan,Rural,4,14420,50,Female,Graduate,Unemployed,0.8,29,2,7.1,Team_D,3,15.42,1.52,Completed
R00715,HH0256,PSU148,Rural,West,Gujarat,Rural,4,8862,18,Female,Graduate,Student,0.78,35,3,9.4,Team_C,6,19.51,1.49,Not Available
R00716,HH0257,PSU155,Rural,West,Rajasthan,Rural,3,12700,59,Female,Higher Secondary,Farmer,0.65,26,5,16.7,Team_C,5,25.2,1.5,Completed
R00717,HH0257,PSU118,Rural,East,Odisha,Rural,6,38046,42,Male,Secondary,Unemployed,0.64,42,5,18.5,Team_C,8,28.6,2.42,Completed
R00718,HH0257,PSU178,Rural,North,Delhi,Rural,4,36779,41,Male,Higher Secondary,Farmer,0.73,30,3,9.5,Team_B,5,18.76,1.22,Refused
R00719,HH0258,PSU154,Rural,North,Punjab,Rural,7,9491,56,Male,Postgraduate,Self-employed,0.78,43,3,10.2,Team_B,7,21.23,2.42,Completed
R00720,HH0258,PSU144,Rural,West,Gujarat,Rural,8,15028,51,Male,Secondary,Student,0.87,39,1,6.6,Team_B,2,15.69,1.28,Completed
R00721,HH0258,PSU150,Rural,North,Delhi,Rural,2,13432,42,Male,Higher Secondary,Farmer,0.89,30,1,4.6,Team_A,3,13.01,1.1,Completed
R00722,HH0258,PSU107,Rural,East,Bihar,Rural,8,24709,23,Male,Graduate,Unemployed,0.65,42,5,15.6,Team_D,10,25.69,1.54,Completed
R00723,HH0258,PSU101,Rural,West,Gujarat,Rural,6,41826,49,Female,Secondary,Salaried,0.66,39,4,15.4,Team_A,10,23.89,1.49,Completed
R00724,HH0258,PSU146,Rural,North,Punjab,Rural,2,23753,18,Male,Higher Secondary,Unemployed,0.8,19,3,9.7,Team_A,2,17.12,1.36,Completed
R00725,HH0259,PSU188,Rural,East,Odisha,Rural,3,38318,44,Male,Graduate,Unemployed,0.67,32,5,16.8,Team_A,1,24.9,2.16,Completed
R00726,HH0260,PSU123,Rural,East,West Bengal,Rural,5,33645,45,Female,Postgraduate,Unemployed,0.68,32,4,13.6,Team_D,5,22.18,1.71,Not Available
R00727,HH0261,PSU115,Rural,South,Karnataka,Rural,8,39816,49,Female,Graduate,Salaried,0.66,46,4,13.6,Team_A,9,24.94,1.81,Completed
R00728,HH0261,PSU131,Rural,East,Bihar,Rural,2,31358,48,Male,Graduate,Salaried,0.66,30,5,15.9,Team_A,2,23.66,2.0,Completed
R00729,HH0261,PSU103,Rural,South,Tamil Nadu,Rural,3,25788,46,Female,Secondary,Salaried,0.64,28,5,17.6,Team_D,9,25.18,2.44,Refused
R00730,HH0261,PSU155,Rural,East,Bihar,Rural,8,13940,49,Male,Graduate,Student,0.66,46,5,15.8,Team_B,4,26.32,0.82,Completed
R00731,HH0261,PSU169,Rural,South,Karnataka,Rural,7,39658,21,Female,Secondary,Unemployed,0.85,37,1,4.6,Team_C,5,14.38,2.05,Completed
R00732,HH0261,PSU195,Rural,East,West Bengal,Rural,5,39704,45,Female,Higher Secondary,Student,0.67,37,4,14.6,Team_A,7,23.96,1.97,Completed
R00733,HH0261,PSU121,Rural,North,Haryana,Rural,6,16846,27,Male,Graduate,Unemployed,0.84,39,2,7.7,Team_A,8,17.14,0.91,Completed
R00734,HH0262,PSU122,Rural,East,Odisha,Rural,2,34703,44,Female,Secondary,Farmer,0.76,34,3,11.4,Team_D,10,19.03,1.43,Completed
R00735,HH0262,PSU130,Rural,South,Tamil Nadu,Rural,6,13720,38,Male,Higher Secondary,Farmer,0.82,38,2,9.8,Team_A,3,18.86,1.23,Not Available
R00736,HH0262,PSU165,Rural,North,Punjab,Rural,2,25709,47,Female,Graduate,Student,0.76,28,3,9.9,Team_A,2,17.32,1.82,Completed
R00737,HH0262,PSU117,Rural,East,Bihar,Rural,2,44485,33,Female,Graduate,Student,0.78,26,2,7.0,Team_B,7,14.91,1.76,Completed
R00738,HH0262,PSU133,Rural,West,Gujarat,Rural,6,22157,42,Male,Secondary,Student,0.77,40,3,12.1,Team_A,2,22.01,1.25,Completed
R00739,HH0262,PSU175,Rural,East,Bihar,Rural,2,20158,36,Male,Higher Secondary,Salaried,0.9,23,1,4.8,Team_D,2,11.19,1.83,Not Available
R00740,HH0263,PSU119,Rural,South,Karnataka,Rural,5,17686,51,Female,Graduate,Salaried,0.72,35,3,12.3,Team_D,10,20.22,1.31,Completed
R00741,HH0264,PSU120,Rural,South,Tamil Nadu,Rural,7,41916,50,Male,Secondary,Unemployed,0.9,43,1,5.1,Team_A,9,16.12,2.33,Completed
R00742,HH0265,PSU198,Rural,East,West Bengal,Rural,4,9312,18,Male,Graduate,Farmer,0.75,29,3,9.4,Team_B,8,18.45,2.25,Completed
R00743,HH0265,PSU181,Rural,East,Odisha,Rural,7,35423,35,Female,Higher Secondary,Self-employed,0.71,48,4,12.7,Team_D,2,24.53,2.07,Completed
R00744,HH0266,PSU116,Rural,East,West Bengal,Rural,4,33857,40,Female,Secondary,Self-employed,0.68,42,5,17.2,Team_D,10,26.44,2.12,Completed
R00745,HH0266,PSU153,Rural,South,Tamil Nadu,Rural,7,10959,18,Male,Graduate,Self-employed,0.76,44,3,9.8,Team_A,10,19.32,2.07,Completed
R00746,HH0266,PSU149,Rural,West,Rajasthan,Rural,2,44293,37,Female,Secondary,Unemployed,0.62,31,5,17.8,Team_A,1,26.23,1.49,Not Available
R00747,HH0266,PSU109,Rural,South,Kerala,Rural,6,26777,33,Female,Graduate,Unemployed,0.72,38,3,12.0,Team_C,1,21.99,2.48,Completed
R00748,HH0266,PSU128,Rural,West,Rajasthan,Rural,2,39517,48,Male,Higher Secondary,Student,0.77,25,3,11.8,Team_D,2,19.34,0.98,Completed
R00749,HH0266,PSU122,Rural,South,Tamil Nadu,Rural,7,44256,34,Female,Secondary,Unemployed,0.69,48,4,14.9,Team_D,7,25.22,1.44,Completed
R00750,HH0266,PSU183,Rural,North,Haryana,Rural,6,9292,41,Male,Secondary,Farmer,0.73,41,4,14.9,Team_B,10,23.98,2.45,Completed
R00751,HH0266,PSU177,Rural,East,West Bengal,Rural,7,9466,34,Male,Higher Secondary,Student,0.73,42,4,13.8,Team_B,1,23.23,2.01,Completed
R00752,HH0266,PSU113,Rural,South,Tamil Nadu,Rural,6,8817,60,Male,Graduate,Salaried,0.74,46,3,13.2,Team_B,9,24.22,1.15,Not Available
R00753,HH0266,PSU189,Rural,South,Kerala,Rural,6,16624,45,Male,Postgraduate,Self-employed,0.79,32,3,13.0,Team_C,8,20.13,1.1,Completed
R00754,HH0266,PSU152,Rural,West,Gujarat,Rural,8,33664,37,Female,Postgraduate,Salaried,0.73,52,3,12.4,Team_D,1,24.0,1.67,Completed
R00755,HH0266,PSU140,Rural,North,Delhi,Rural,2,10322,32,Female,Postgraduate,Student,0.77,21,3,12.3,Team_A,7,18.76,1.31,Completed
R00756,HH0266,PSU102,Rural,South,Tamil Nadu,Rural,4,36461,42,Male,Higher Secondary,Salaried,0.7,37,4,14.9,Team_A,7,24.16,2.47,Completed
R00757,HH0266,PSU110,Rural,South,Kerala,Rural,2,9053,54,Female,Graduate,Farmer,0.72,29,3,9.6,Team_A,3,17.47,1.81,Completed
R00758,HH0266,PSU112,Rural,North,Delhi,Rural,6,19997,47,Male,Secondary,Salaried,0.73,34,4,14.5,Team_B,9,22.13,1.67,Completed
R00759,HH0267,PSU146,Rural,West,Maharashtra,Rural,7,35192,55,Male,Graduate,Salaried,0.78,47,3,11.9,Team_A,9,22.69,2.05,Completed
R00760,HH0268,PSU105,Rural,North,Haryana,Rural,8,40122,73,Male,Graduate,Self-employed,0.85,48,2,10.3,Team_A,5,19.98,2.22,Completed
R00761,HH0269,PSU180,Rural,South,Tamil Nadu,Rural,3,14172,58,Male,Postgraduate,Farmer,0.66,29,5,15.4,Team_C,5,24.11,1.92,Completed
R00762,HH0269,PSU130,Rural,West,Maharashtra,Rural,5,44810,18,Female,Secondary,Self-employed,0.69,33,4,15.8,Team_A,9,23.74,1.58,Completed
R00763,HH0269,PSU114,Rural,East,Odisha,Rural,2,27018,25,Female,Secondary,Student,0.67,31,5,16.6,Team_A,3,25.85,2.26,Completed
R00764,HH0269,PSU174,Rural,North,Haryana,Rural,6,31915,42,Male,Higher Secondary,Salaried,0.73,41,4,15.0,Team_B,9,25.26,2.06,Completed
R00765,HH0270,PSU189,Rural,East,Bihar,Rural,8,14896,41,Male,Graduate,Farmer,0.78,38,3,11.6,Team_B,1,19.94,1.38,Refused
R00766,HH0270,PSU165,Rural,East,West Bengal,Rural,5,17581,32,Male,Postgraduate,Salaried,0.9,38,1,5.3,Team_A,7,13.81,2.35,Completed
R00767,HH0270,PSU154,Rural,East,West Bengal,Rural,6,22850,52,Female,Higher Secondary,Self-employed,0.78,43,3,11.7,Team_B,9,22.61,2.21,Completed
R00768,HH0270,PSU175,Rural,West,Gujarat,Rural,3,26525,36,Male,Graduate,Student,0.65,39,5,16.8,Team_B,9,25.61,1.82,Not Available
R00769,HH0270,PSU141,Rural,West,Maharashtra,Rural,7,23845,56,Male,Graduate,Salaried,0.62,44,5,16.3,Team_D,8,26.75,1.32,Completed
R00770,HH0270,PSU144,Rural,North,Haryana,Rural,5,42677,46,Female,Higher Secondary,Student,0.85,35,1,5.6,Team_A,7,14.27,1.38,Completed
R00771,HH0270,PSU164,Semi-Urban,North,Haryana,Urban,3,35489,60,Female,Higher Secondary,Unemployed,0.84,26,2,8.4,Team_C,2,15.42,1.8,Completed
R00772,HH0270,PSU161,Semi-Urban,North,Punjab,Rural,8,52268,25,Male,Secondary,Student,0.61,47,5,18.5,Team_A,8,28.39,1.97,Completed
R00773,HH0270,PSU117,Semi-Urban,West,Maharashtra,Rural,4,40109,54,Male,Secondary,Student,0.71,34,4,14.3,Team_A,2,21.99,0.88,Completed
R00774,HH0270,PSU182,Semi-Urban,West,Gujarat,Urban,2,27312,62,Male,Higher Secondary,Student,0.76,28,3,11.7,Team_A,9,19.61,2.35,Completed
R00775,HH0270,PSU173,Semi-Urban,East,West Bengal,Rural,6,42319,44,Male,Graduate,Self-employed,0.77,44,3,13.3,Team_B,8,23.5,1.43,Completed
R00776,HH0270,PSU191,Semi-Urban,East,Bihar,Rural,4,65152,31,Female,Postgraduate,Student,0.87,30,1,7.6,Team_C,6,15.42,2.16,Not Available
R00777,HH0271,PSU116,Semi-Urban,North,Delhi,Urban,2,49449,26,Female,Graduate,Self-employed,0.87,24,1,6.3,Team_A,2,12.65,1.75,Completed
R00778,HH0271,PSU194,Semi-Urban,North,Delhi,Urban,5,34332,27,Male,Postgraduate,Student,0.79,35,2,9.9,Team_A,6,17.82,1.96,Completed
R00779,HH0272,PSU105,Semi-Urban,South,Kerala,Urban,3,67003,37,Male,Primary,Unemployed,0.88,28,1,7.5,Team_C,6,14.49,2.32,Completed
R00780,HH0273,PSU109,Semi-Urban,South,Karnataka,Urban,2,34254,42,Male,Postgraduate,Farmer,0.8,31,3,9.7,Team_C,1,17.55,1.85,Completed
R00781,HH0273,PSU126,Semi-Urban,North,Punjab,Urban,4,44137,56,Male,Primary,Farmer,0.84,35,1,5.8,Team_C,1,13.74,1.98,Completed
R00782,HH0273,PSU192,Semi-Urban,East,Odisha,Rural,6,30271,38,Male,Higher Secondary,Unemployed,0.83,38,2,7.9,Team_B,6,16.93,1.56,Completed
R00783,HH0273,PSU104,Semi-Urban,West,Maharashtra,Rural,4,65463,30,Female,Postgraduate,Unemployed,0.75,29,3,9.4,Team_B,4,17.53,1.93,Completed
R00784,HH0274,PSU171,Semi-Urban,West,Rajasthan,Rural,3,28122,53,Female,Primary,Unemployed,0.79,36,3,12.5,Team_A,1,21.88,1.88,Completed
R00785,HH0275,PSU176,Semi-Urban,South,Karnataka,Urban,7,35240,48,Female,Secondary,Salaried,0.89,35,1,6.6,Team_C,2,15.42,1.94,Completed
R00786,HH0275,PSU181,Semi-Urban,North,Haryana,Urban,8,58977,55,Male,Secondary,Salaried,0.76,38,3,10.4,Team_C,2,19.78,1.99,Completed
R00787,HH0275,PSU186,Semi-Urban,East,West Bengal,Urban,5,67480,52,Female,Postgraduate,Salaried,0.8,34,3,10.2,Team_D,3,18.93,1.23,Completed
R00788,HH0275,PSU105,Semi-Urban,North,Delhi,Rural,3,67212,57,Female,Secondary,Farmer,0.83,23,2,10.0,Team_D,9,16.39,1.78,Completed
R00789,HH0275,PSU162,Semi-Urban,East,Odisha,Rural,2,20207,47,Male,Primary,Student,0.75,19,3,12.9,Team_A,5,18.64,2.39,Completed
R00790,HH0276,PSU165,Semi-Urban,South,Karnataka,Urban,8,60981,30,Male,Postgraduate,Salaried,0.71,47,4,12.9,Team_B,10,23.57,1.93,Refused
R00791,HH0276,PSU102,Semi-Urban,West,Gujarat,Urban,4,34334,52,Female,Higher Secondary,Self-employed,0.82,29,2,9.0,Team_C,1,16.41,1.83,Completed
R00792,HH0276,PSU184,Semi-Urban,North,Delhi,Urban,8,31258,43,Female,Graduate,Student,0.79,45,2,8.0,Team_D,4,17.89,2.07,Completed
R00793,HH0276,PSU187,Semi-Urban,North,Delhi,Rural,5,50791,33,Male,Higher Secondary,Farmer,0.64,34,5,19.0,Team_B,5,27.52,1.04,Completed
R00794,HH0276,PSU169,Semi-Urban,North,Haryana,Urban,5,56973,43,Male,Higher Secondary,Student,0.92,40,1,3.9,Team_A,3,13.71,2.35,Completed
R00795,HH0277,PSU170,Semi-Urban,East,Odisha,Rural,7,52312,35,Male,Secondary,Farmer,0.83,39,2,9.5,Team_B,9,18.38,2.25,Completed
R00796,HH0277,PSU153,Semi-Urban,West,Maharashtra,Rural,7,22785,47,Male,Primary,Student,0.86,44,2,7.7,Team_A,3,18.91,1.91,Refused
R00797,HH0278,PSU171,Semi-Urban,West,Gujarat,Urban,8,23846,39,Female,Higher Secondary,Student,0.84,35,2,9.1,Team_D,10,17.47,2.36,Completed
R00798,HH0278,PSU136,Semi-Urban,North,Punjab,Rural,2,18305,49,Male,Higher Secondary,Salaried,0.66,29,5,15.3,Team_C,1,24.53,1.24,Completed
R00799,HH0278,PSU138,Semi-Urban,East,West Bengal,Urban,7,28259,32,Male,Postgraduate,Salaried,0.79,45,3,10.9,Team_B,7,21.93,1.2,Completed
R00800,HH0278,PSU187,Semi-Urban,West,Maharashtra,Rural,8,39173,34,Female,Graduate,Student,0.63,42,5,17.9,Team_B,8,27.17,2.31,Refused
R00801,HH0278,PSU154,Semi-Urban,East,Bihar,Urban,5,44125,38,Male,Higher Secondary,Unemployed,0.61,42,5,15.1,Team_C,4,26.2,0.81,Completed
R00802,HH0279,PSU179,Semi-Urban,East,Odisha,Urban,2,67141,37,Male,Primary,Unemployed,0.84,35,2,9.6,Team_A,6,17.84,1.69,Completed
R00803,HH0279,PSU173,Semi-Urban,West,Maharashtra,Urban,8,46900,27,Male,Secondary,Farmer,0.78,48,2,8.9,Team_C,9,18.54,0.86,Completed
R00804,HH0279,PSU141,Semi-Urban,North,Punjab,Urban,6,58725,31,Male,Postgraduate,Farmer,0.81,31,2,9.3,Team_D,6,17.28,2.05,Completed
R00805,HH0280,PSU170,Semi-Urban,North,Delhi,Rural,2,23488,46,Female,Graduate,Self-employed,0.84,25,2,10.5,Team_B,10,17.03,1.8,Completed
R00806,HH0281,PSU100,Semi-Urban,South,Karnataka,Rural,4,66740,29,Female,Higher Secondary,Farmer,0.9,30,1,5.4,Team_A,6,14.35,1.04,Completed
R00807,HH0282,PSU139,Semi-Urban,South,Kerala,Rural,7,55722,39,Female,Higher Secondary,Self-employed,0.86,50,2,8.5,Team_B,6,19.75,0.96,Completed
R00808,HH0283,PSU135,Semi-Urban,North,Delhi,Rural,4,64922,36,Female,Graduate,Unemployed,0.8,20,3,12.7,Team_D,7,19.35,2.01,Completed
R00809,HH0283,PSU174,Semi-Urban,South,Kerala,Rural,8,20287,34,Male,Secondary,Unemployed,0.88,44,1,7.0,Team_D,7,15.96,2.15,Completed
R00810,HH0284,PSU184,Semi-Urban,South,Karnataka,Rural,4,66415,48,Female,Secondary,Student,0.79,33,2,10.2,Team_B,8,18.98,1.74,Completed
R00811,HH0284,PSU156,Semi-Urban,South,Karnataka,Urban,4,19754,26,Female,Postgraduate,Farmer,0.81,37,2,7.4,Team_A,1,16.41,1.66,Completed
R00812,HH0285,PSU157,Semi-Urban,South,Kerala,Urban,8,24383,37,Female,Secondary,Student,0.83,46,2,10.2,Team_B,3,20.85,2.13,Completed
R00813,HH0286,PSU161,Semi-Urban,East,West Bengal,Urban,8,21777,18,Female,Graduate,Unemployed,0.74,41,4,15.1,Team_A,4,23.98,2.3,Completed
R00814,HH0286,PSU107,Semi-Urban,South,Kerala,Urban,6,20532,26,Female,Graduate,Salaried,0.67,39,5,17.4,Team_A,4,25.86,0.97,Completed
R00815,HH0286,PSU170,Semi-Urban,North,Delhi,Rural,7,57431,39,Male,Postgraduate,Farmer,0.75,38,3,10.0,Team_C,9,19.31,1.2,Completed
R00816,HH0286,PSU146,Semi-Urban,South,Kerala,Rural,3,27415,60,Female,Higher Secondary,Self-employed,0.7,29,4,13.2,Team_B,8,21.56,1.85,Not Available
R00817,HH0286,PSU199,Semi-Urban,West,Gujarat,Rural,7,21184,27,Male,Secondary,Unemployed,0.83,51,2,7.0,Team_D,3,19.08,2.07,Refused
R00818,HH0286,PSU108,Semi-Urban,East,Bihar,Urban,3,24872,47,Female,Postgraduate,Self-employed,0.85,27,1,4.0,Team_B,8,11.63,1.52,Completed
R00819,HH0287,PSU190,Semi-Urban,West,Maharashtra,Rural,7,53389,50,Male,Primary,Student,0.81,43,2,9.6,Team_C,10,19.8,1.56,Completed
R00820,HH0287,PSU198,Semi-Urban,East,Odisha,Rural,5,57127,33,Male,Higher Secondary,Salaried,0.76,32,3,12.4,Team_B,4,20.56,1.8,Refused
R00821,HH0287,PSU111,Semi-Urban,West,Gujarat,Rural,4,34005,54,Female,Secondary,Farmer,0.76,27,3,11.3,Team_C,6,17.91,1.06,Completed
R00822,HH0287,PSU124,Semi-Urban,North,Delhi,Urban,5,66765,35,Female,Higher Secondary,Farmer,0.69,38,4,14.4,Team_B,10,22.85,2.26,Completed
R00823,HH0287,PSU102,Semi-Urban,North,Punjab,Rural,6,31935,52,Female,Higher Secondary,Student,0.77,43,3,12.2,Team_B,4,22.99,1.95,Completed
R00824,HH0287,PSU184,Semi-Urban,South,Karnataka,Rural,7,60821,49,Male,Graduate,Student,0.6,48,5,16.6,Team_D,8,27.37,1.21,Completed
R00825,HH0288,PSU170,Semi-Urban,West,Rajasthan,Urban,4,57924,54,Male,Primary,Salaried,0.75,28,3,9.5,Team_D,4,17.89,1.64,Completed
R00826,HH0289,PSU113,Semi-Urban,West,Gujarat,Urban,2,52918,37,Male,Secondary,Salaried,0.68,30,4,12.8,Team_A,9,21.24,2.33,Completed
R00827,HH0290,PSU182,Semi-Urban,South,Tamil Nadu,Urban,7,56663,39,Male,Postgraduate,Student,0.62,38,5,18.5,Team_C,1,27.97,1.66,Refused
R00828,HH0291,PSU152,Semi-Urban,North,Punjab,Rural,7,44190,42,Male,Primary,Unemployed,0.68,41,4,15.7,Team_A,5,25.81,2.13,Completed
R00829,HH0291,PSU179,Semi-Urban,West,Rajasthan,Rural,7,56536,54,Female,Graduate,Student,0.84,37,1,5.0,Team_C,8,14.62,1.9,Completed
R00830,HH0291,PSU151,Semi-Urban,East,Bihar,Rural,3,34705,18,Male,Postgraduate,Farmer,0.74,31,3,13.4,Team_C,5,20.19,2.42,Completed
R00831,HH0291,PSU194,Semi-Urban,South,Kerala,Rural,4,58395,42,Female,Secondary,Farmer,0.8,32,3,10.8,Team_D,8,20.0,2.47,Completed
R00832,HH0292,PSU138,Semi-Urban,South,Kerala,Urban,6,35476,55,Female,Primary,Salaried,0.79,38,2,8.8,Team_C,5,17.75,1.1,Completed
R00833,HH0292,PSU169,Semi-Urban,East,West Bengal,Rural,5,46392,32,Male,Postgraduate,Student,0.76,40,3,10.8,Team_D,3,20.87,1.18,Completed
R00834,HH0292,PSU116,Semi-Urban,East,West Bengal,Rural,2,34857,39,Male,Higher Secondary,Student,0.74,32,3,9.5,Team_B,7,17.37,1.68,Completed
R00835,HH0292,PSU154,Semi-Urban,West,Gujarat,Urban,7,34544,39,Female,Higher Secondary,Unemployed,0.85,38,2,6.8,Team_D,3,16.74,1.56,Completed
R00836,HH0293,PSU176,Semi-Urban,North,Haryana,Rural,7,30196,34,Female,Higher Secondary,Self-employed,0.8,37,3,12.4,Team_A,6,20.44,1.4,Completed
R00837,HH0293,PSU127,Semi-Urban,East,West Bengal,Rural,5,25476,34,Male,Postgraduate,Unemployed,0.8,36,2,7.5,Team_B,5,17.13,1.58,Completed
R00838,HH0294,PSU188,Semi-Urban,East,Bihar,Urban,4,30435,36,Male,Higher Secondary,Student,0.69,33,4,13.4,Team_A,10,21.73,2.3,Completed
R00839,HH0294,PSU120,Semi-Urban,North,Delhi,Rural,8,25443,43,Male,Secondary,Farmer,0.85,49,2,7.7,Team_A,10,19.7,1.55,Not Available
